auditId,sourceLine,company,country,investmentFirm,sector,status,ownerCount,milestoneCount,sourceCount,proposedTargetCount,priority,score,flags,malformedDates,exactDuplicates,nearDuplicates,lowValueMilestones,recategoryCandidates,missingEntryOwners,missingExitOwners,sourceCoverage,sourceUrls,reviewerDecision,reviewerNotes
landgate__united-states,24884,LandGate,United States,Kimmeridge,Digital,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.landgate.com/about-us | https://www.landgate.com/news/landgate-raises-10m-in-series-b-funding-round-led-by-nextera-energy-resources | https://www.landgate.com/news/landgate-launches-powercapital-the-renewable-energy-solution-for-capital-markets | https://www.landgate.com/natural-gas,,
syso-technologies__united-states,24911,SYSO Technologies,United States,Kimmeridge,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.sysotechnologies.com/2024/08/08/syso-secures-14-5-million-in-series-b-funding-led-by-kimmeridge-to-accelerate-market-operations-for-the-energy-transition/ | https://www.prnewswire.com/news-releases/syso-secures-14-5-million-in-series-b-funding-led-by-kimmeridge-to-accelerate-market-operations-for-the-energy-transition-302217377.html | https://kimmeridge.com/select-investments/ | https://coverager.com/syso-closes-7-million-series-b-extension/,,
aep-transmission-company__united-states,24938,AEP Transmission Company,United States,KKR,Utilities,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.aep.com/news/stories/view/9948/ | https://www.aep.com/news/stories/view/10263/ | https://www.kkr.com/deals/aep-transmission | https://www.investpsp.com/en/news/kkr-and-psp-investments-acquire-minority-stake-in-two-american-electric-power-transmission-companies/,,
altavair-l-p-altitude-aircraft-leasing__united-states,24967,"Altavair, L.P. / Altitude Aircraft Leasing",United States,KKR,Transportation,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.altavair.com/ | https://www.altavair.com/about/ | https://www.kkr.com/invest/portfolio/heres-the-deal/altavair | https://www.altavair.com/2026/01/19/kkr-increases-ownership-stake-in-altavair/,,
atlantic-aviation__united-states,24996,Atlantic Aviation,United States,KKR,Transportation,Active,1,3,5,current 2-5 target,none,0,,,,,,,,,,https://www.atlanticaviation.com/ | https://www.atlanticaviation.com/about-us/ | https://www.businesswire.com/news/home/20210607005386/en/Macquarie-Infrastructure-Corporation-Announces-Agreement-to-Sell-Atlantic-Aviation-to-KKR-for-%244.475-Billion | https://www.nasdaq.com/press-release/mic-announces-closing-of-sale-of-atlantic-aviation-record-date-for-distribution-of | https://www.atlanticaviation.com/news/atlantic-aviation-and-ross-aviation-announce-agreement-to-combine-fbo-networks,,
avantus__united-states,25025,Avantus,United States,KKR,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://avantus.com/ | https://avantus.com/news/kkr-invests-in-avantus-to-support-renewable-energy-deployment-in-the-united-states | https://avantus.com/news/avantus-announces-completion-of-acquisition-by-kkr-and-closing-of-usd522-million-development-facility | https://www.kkr.com/insights/energy-transition,,
carboncount-holdings-1-llc__united-states,25054,CarbonCount Holdings 1 LLC,United States,KKR,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://investors.hasi.com/news/press-releases/detail/306/carboncount-holdings-1-llc-to-issue-592-million-of-20-year-fixed-rate-senior-unsecured-notes | https://investors.hasi.com/news/press-releases/detail/318/hasi-and-kkr-commit-additional-1-billion-to-carboncount-holdings-1 | https://www.kkr.com/businesses/infrastructure | https://www.sec.gov/Archives/edgar/data/1561894/000156189425000007/R15.htm,,
coastal-gaslink-pipeline__canada,25084,Coastal GasLink Pipeline,Canada,KKR,Midstream,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.tcenergy.com/operations/natural-gas/coastal-gaslink/ | https://www.coastalgaslink.com/about/ | https://www.coastalgaslink.com/whats-new/news-stories/2024/coastal-gaslink-completes-largest-corporate-bond-offering-in-canadian-history/ | https://www.aimco.ca/insights/investment-in-tc-energy-coastal-gaslink-pipeline-project,,
cordia__united-states,25115,Cordia,United States,KKR,Utilities,Active,1,2,5,current 2-5 target,none,0,,,,,,,,,,https://cordiaenergy.com/ | https://cordiaenergy.com/about-us/ | https://cordiaenergy.com/team-members/earl-collins/ | https://investor.clearwayenergy.com/news-releases/news-release-details/clearway-energy-inc-closes-sale-thermal-business | https://www.kkr.com/businesses/infrastructure,,
cyrusone__united-states,25143,CyrusOne,United States,KKR,Digital,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.cyrusone.com/ | https://www.cyrusone.com/company/about | https://www.kkr.com/invest/portfolio/heres-the-deal/cyrusone | https://www.global-infra.com/news/kkr-and-gip-complete-acquisition-of-cyrusone/,,
depot-connect-international__united-states,25171,Depot Connect International,United States,KKR,Transportation,Active,1,2,5,current 2-5 target,none,0,,,,,,,,,,https://depotconnect.com/ | https://www.depotconnect.com/about | https://depotconnect.com/depots/ | https://www.apax.com/news-views/apax-funds-to-sell-boasso-global-to-kkr/ | https://depotconnect.com/timeline-slider/2022-2/,,
metronet__united-states,25200,Metronet,United States,KKR,Digital,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.metronet.com/ | https://www.metronet.com/about | https://www.t-mobile.com/news/network/t-mobile-kkr-joint-venture-to-acquire-metronet | https://www.metronet.com/blog/press-release/kkr-completes-acquisition-of-metronet-through-joint-venture-accelerating-fiber-expansion-across-the-u-s,,
monterra-energy__mexico,25230,Monterra Energy,Mexico,KKR,Midstream,Active,1,2,2,current 2-5 target,none,0,,,,,,,,,,https://www.kkr.com/businesses/infrastructure | https://www.kkr.com/,,
neon-renewables__united-states,25256,Neon Renewables,United States,KKR,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.kkr.com/about/our-people/kate-casey | https://www.kkr.com/invest/portfolio | https://www.investor.nexteraenergy.com/news-and-events/news-releases/2020/11-02-2020-222338600 | https://content.edgar-online.com/ExternalLink/EDGAR/0001603145-20-000073.html?dest=EXHIBIT101TONEPDATED12X18X_HTM&hash=06d2000b0b6b23cb0864235b67a579978010b6b07b72110501bdee7877bd34df,,
nitrogen-renewables__united-states,25283,Nitrogen Renewables,United States,KKR,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.kkr.com/about/our-people/kate-casey | https://www.kkr.com/invest/portfolio | https://www.investor.nexteraenergy.com/news-and-events/news-releases/2020/11-02-2020-222338600 | https://www.sec.gov/Archives/edgar/data/1603145/000160314519000060/exhibit101-nep8k06102019.htm,,
pembina-gas-infrastructure-inc__canada,25310,Pembina Gas Infrastructure Inc.,Canada,KKR,Midstream,Active,2,4,5,current 2-5 target,none,4,,,,,,,,,,https://www.pembina.com/operations/partnerships/pembina-gas-infrastructure | https://www.pembina.com/operations/partnerships/pembina-gas-infrastructure/about-us | https://www.prnewswire.com/news-releases/pembina-pipeline-corporation-and-kkr-create-joint-venture-to-merge-western-canadian-processing-assets-301492668.html | https://www.sec.gov/Archives/edgar/data/1546066/000127956922001364/ex991.pdf | https://www.apollo.com/insights-news/pressreleases/2026/04/apollo-funds-to-acquire-40-interest-in-pembina-gas-infrastructure-3279810,,
port-arthur-lng__united-states,25342,Port Arthur LNG,United States,KKR,Midstream,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://portarthurlng.com/ | https://semprainfrastructure.com/what-we-do/lng/port-arthur-lng/ | https://www.sempra.com/newsroom/press-releases/sempra-infrastructure-completes-sale-non-controlling-interest-port-arthur | https://www.kirkland.com/news/press-release/2025/09/kirkland-advises-kkr-on-investment-in-sempra-infrastructure-partners-port-arthur-lng-project,,
sol-systems__united-states,25369,Sol Systems,United States,KKR,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.solsystems.com/ | https://www.solsystems.com/news/sol-systems-partners-with-kkr-to-scale-impact-focused-renewable-energy-solutions/ | https://www.kkr.com/approach/shared-success/sol-systems | https://www.solsystems.com/news/sol-systems-secures-675-million-in-revolving-construction-financing-to-power-its-clean-energy-pipeline/,,
the-parking-spot__united-states,25398,The Parking Spot,United States,KKR,Transportation,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.theparkingspot.com/ | https://www.theparkingspot.com/about | https://www.kkr.com/insights/parking-spot-employee-ownership-program | https://parking-mobility-magazine.org/around-the-industry-2/kkr-acquires-leading-near-airport-parking-provider-the-parking-spot/,,
totalenergies-u-s-solar-portfolio-jv__united-states,25427,TotalEnergies U.S. Solar Portfolio JV,United States,KKR,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://totalenergies.com/news/press-releases/renewables-totalenergies-divests-50-14-gw-solar-portfolio-north-america | https://totalenergies.com/system/files/documents/totalenergies_pr_totalenergies-divests-50-percent-portfolio-in-north-america.pdf | https://www.totalenergies.com/energy-transition/renewable-energies/solar-energy | https://www.canadianlawyermag.com/news/general/kkr-to-acquire-half-of-totalenergies-14-gw-solar-portfolio-in-us125b-deal/393183,,
altafiber__united-states,25455,altafiber,United States,Macquarie Asset Management,Digital,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.altafiber.com/ | https://www.altafiber.com/business/history | https://www.altafiber.com/about-us/news/cincinnati-bell-inc-acquisition-by-macquarie-infrastructure-partners-v-finalized-in-2-9-billion | https://www.hawaiiantel.com/aboutus/Our-History,,
apld-hpc-topco-2-applied-digital-hpc-jv__united-states,25486,APLD HPC TopCo 2 / Applied Digital HPC JV,United States,Macquarie Asset Management,Digital,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/us/en/about/news/2025/macquarie-asset-management-agrees-to-form-a-partnership-with-applied-digital.html | https://www.macquarie.com/au/en/about/news/2025/mam-closes-first-investment-in-partnership-with-applied-digital-providing-up-to-us5billion-in-funding-to-support-high-performance-computing-growth.html | https://ir.applieddigital.com/news-events/press-releases/detail/130/applied-digital-and-macquarie-asset-management-execute | https://ir.applieddigital.com/sec-filings/all-sec-filings/content/0001493152-25-026369/0001493152-25-026369.pdf,,
bluebird-fiber__united-states,25516,Bluebird Fiber,United States,Macquarie Asset Management,Digital,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://bluebirdfiber.com/meet-bluebird/ | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/bluebird.html | https://www.imillerpr.com/news/bluebird-network-to-be-acquired-by-macquarie-infrastructure-partners/ | https://unitigroupinc.gcs-web.com/news-releases/news-release-details/uniti-group-inc-and-macquarie-infrastructure-partners-complete/,,
calibrant-energy__united-states,25543,Calibrant Energy,United States,Macquarie Asset Management,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.calibrantenergy.com/ | https://www.calibrantenergy.com/macquarie | https://www.calibrantenergy.com/our-story | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/calibrant-energy.html,,
ceres-terminals-jacksonville__united-states,25572,Ceres Terminals Jacksonville,United States,Macquarie Asset Management,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.jaxport.com/ceres-terminals-and-jaxport-announce-long-term-60-million-investment-in-trapac-jacksonville-container-terminal/ | https://www.macquarie.com/au/en/about/news/2023/macquarie-infrastructure-partners-iii-announces-agreement-to-divest-ceres-terminals.html | https://www.macquarie.com/us/en/about/news/2023/macquarie-infrastructure-partners-iii-completes-sales-of-ceres-terminals.html | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/maher-terminals.html,,
coastal-waste-recycling__united-states,25602,Coastal Waste & Recycling,United States,Macquarie Asset Management,Social Infra,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/au/en/about/news/2023/macquarie-asset-management-completes-investment-in-coastal-waste-and-recycling.html | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/coastal-waste-and-recycling.html | https://www.coastalwasteinc.com/history/ | https://www.coastalwasteinc.com/brendon-pantanos-coastal-vision/,,
cyrq-energy__united-states,25631,Cyrq Energy,United States,Macquarie Asset Management,Power & ET,Active,1,3,5,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://cyrqenergy.com/ | https://cyrqenergy.com/about-us/ | https://cyrqenergy.com/leadership/ | https://www.macquarie.com/se/en/about/company/macquarie-asset-management/our-portfolio/cyrq-energy.html | https://www.mirafunds.com/ca/en/footer/press/mira-reaches-financial-close-on-cyrq-energy.html,,
desri-renewables-llc__united-states,25660,"DESRI Renewables, LLC",United States,Macquarie Asset Management,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://desri.com/ | https://desri.com/who-we-are | https://www.macquarie.com/au/en/about/news/2025/desri-and-macquarie-asset-management-announce-closing-of-an-investment-in-desri.html | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/desri.html,,
diamond-infrastructure-solutions__united-states,25690,Diamond Infrastructure Solutions,United States,Macquarie Asset Management,Midstream,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/au/en/about/news/2024/mam-announces-partnership-with-dow-to-launch-diamond-infrastructure-solutions.html | https://corporate.dow.com/en-us/news/press-releases/dow-finalizes-strategic-partnership-with-macquarie-asset-managem.html | https://investors.dow.com/en/news/news-details/2025/Macquarie-Asset-Management-expands-equity-stake-in-Diamond-Infrastructure-Solutions-a-strategic-partnership-with-Dow/default.aspx | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/diamond-infrastructure-solutions.html,,
duquesne-light-company__united-states,25721,Duquesne Light Company,United States,GIC,Utilities,Active,5,5,5,current 2-5 target,none,10,,,,,,,,,,https://duquesnelight.com/company/about/investors | https://duquesnelight.com/company/about/investors | https://duquesnelight.com/company/about | https://www.puc.pa.gov/press-release/2007/puc-approves-agreement-for-macquarie-consortium-to-purchase-duquesne-light | https://www.manulifeim.com/institutional/global/en/insights/private-markets/manulife-investment-management-to-acquire-interest-in-us-utility-company,,
dynagrid-holdings-llc__united-states,25757,"DynaGrid Holdings, LLC",United States,Macquarie Asset Management,Utilities,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/au/en/about/news/2025/macquarie-asset-management-to-acquire-majority-stake-in-dynagrid.html | https://www.macquarie.com/us/en/about/company/macquarie-asset-management/our-portfolio/dynagrid.html | https://www.harriswilliams.com/transactions/epi-macquarie-asset-management-acquires-dynagrid-utility-services-m%26a-deal,,
greenwaste__united-states,25784,GreenWaste,United States,Macquarie Asset Management,Social Infra,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://www.greenwaste.com/ | https://www.greenwaste.com/our-story/ | https://www.greenwaste.com/media-room/ | https://www.wastedive.com/news/macquarie-greenwaste-zanker-california-organics-private-equity/608084/ | https://www.macquarie.com/us/en/about/company/macquarie-asset-management/our-portfolio/greenwaste.html,,
international-transportation-service-llc__united-states,25815,"International Transportation Service, LLC",United States,Macquarie Asset Management,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.itslb.com/ | https://www.itslb.com/company-overview/ | https://www.itslb.com/its-35th-anniversary-celebration/ | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/financial-advisor/insights/2025/transforming-terminals-international-transportation-service.html,,
long-beach-container-terminal__united-states,25846,Long Beach Container Terminal,United States,Macquarie Asset Management,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.lbct.com/about-us/ | https://www.lbct.com/net-zero/ | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/long-beach-container-terminal.html | https://www.macquarie.com/au/en/insights/supporting-long-term-and-sustainable-outcomes-in-us-shipping.html,,
lrs__united-states,25877,LRS,United States,Macquarie Asset Management,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.lrsrecycles.com/about/ | https://www.lrsrecycles.com/assets/reports/lrs-sustainability-report-2024.pdf | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/lakeshore-recycling-systems.html | https://www.wastedive.com/news/lrs-lakeshore-macquarie-goldman-recapitalization-midwest-expansion/606228/,,
maher-terminals-llc__united-states,25905,Maher Terminals LLC,United States,Macquarie Asset Management,Transportation,Active,1,4,4,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.maherterminals.com/ | https://www.maherterminals.com/wp-content/uploads/2024/07/2023-Sustainability-Report.pdf | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/maher-terminals.html | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/capabilities/infrastructure.html,,
medical-properties-partnership__united-states,25934,Medical Properties Partnership,United States,Macquarie Asset Management,Social Infra,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/au/en/about/news/2021/macquarie-infrastructure-partners-v-and-medical-properties-trust-enter-partnership-for-eight-massachusetts-hospitals-valued-at-1-78-billion-usd.html | https://ir.medicalpropertiestrust.com/news/news-details/2021/Medical-Properties-Trust-and-Macquarie-Infrastructure-Partners-V-Enter-Partnership-for-Eight-Massachusetts-Hospitals-Valued-at-1-78-Billion-09-01-2021/default.aspx | https://s206.q4cdn.com/146646187/files/doc_news/Medical-Properties-Trust-Completes-Hospital-Partnership-With-Macquarie-Asset-Management-03-16-2022-2022.pdf | https://ir.medicalpropertiestrust.com/news/news-details/2023/Medical-Properties-Trust-Files-Lawsuit-Against-Short-Seller-Viceroy-Research-and-Its-Members-Sends-Letter-to-Shareholders-03-30-2023/,,
netrality-data-centers__united-states,25964,Netrality Data Centers,United States,Macquarie Asset Management,Digital,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://netrality.com/ | https://netrality.com/about-us/ | https://netrality.com/news/macquarie-infrastructure-partners-iv-and-netrality-management-acquire-netrality-data-centers/ | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/netrality.html,,
nynj-link-partnership__united-states,25992,NYNJ Link Partnership,United States,Macquarie Asset Management,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/au/en/insights/modernising-new-yorks-transport-infrastructure.html | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/goethals-bridge-replacement-project.html | https://www.transportation.gov/buildamerica/projects/project-highlights/goethals-bridge-replacement-project-staten-island-nynj | https://www.transportation.gov/buildamerica/sites/buildamerica.dot.gov/files/2019-08/p3-toolkit_report_on_highway_p3s_122916.pdf,,
pavlov-media-inc__united-states,26023,"Pavlov Media, Inc.",United States,Macquarie Asset Management,Digital,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://pavlovmedia.com/ | https://pavlovmedia.com/pavlov-media-announces-investment-from-macquarie-asset-management/ | https://www.macquarie.com/au/en/about/news/2023/macquarie-asset-management-announces-investment-in-us-fiber-business-pavlov-media.html | https://pavlovmedia.com/pavlov-media-secures-235-million-debt-facility-to-accelerate-fiber-network-expansion-and-technology-upgrades/,,
potters-industries-llc__united-states,26053,Potters Industries LLC,United States,Macquarie Asset Management,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.macquarie.com/au/en/about/news/2025/mam-led-consortium-agrees-to-acquire-potters-industries-from-tjc.html | https://www.pottersindustries.com/ | https://www.pottersindustries.com/contact/ | https://www.pottersindustries.com/about-us/history/,,
puget-sound-energy__united-states,26083,Puget Sound Energy,United States,Macquarie Asset Management,Utilities,Active,5,5,7,current 2-5 target,none,10,,,,,,,,,,https://www.pse.com/en/about-us | https://www.otpp.com/en-ca/about-us/news-and-insights/2022/macquarie-asset-management-and-ontario-teachers--complete-acquis/ | https://www.pse.com/en/Customer-Service/pse-locations-2 | https://www.omers.com/news/omers-infrastructure-announces-investment-in-puget-sound-energy | https://www.sec.gov/Archives/edgar/data/81100/000119312509027209/dex991.htm | https://www.sec.gov/Archives/edgar/data/81100/000119312509027209/dex991.htm | https://www.macquarie.com/us/en/about/news/2022/macquarie-asset-management-and-ontario-teachers-complete-acquisition-of-stake-in-puget-holdings.html,,
superv-a-poniente__mexico,26121,Supervía Poniente,Mexico,Macquarie Asset Management,Transportation,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://supervia.mx/ | https://www.macquarie.com/li/en/about/company/macquarie-asset-management/our-portfolio/supervia.html | https://es.wikipedia.org/wiki/Superv%C3%ADa_Poniente | https://cfcsl.com/en/portfolio-items/supervia-poniente-bridge-expansion-of-av-de-los-poetas-mexico-2012/,,
swyftfiber__united-states,26148,SwyftFiber,United States,Macquarie Asset Management,Digital,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.swyftfiber.com/ | https://swyftfiber.com/report-an-outage/ | https://www.macquarie.com/au/en/about/news/2023/macquarie-asset-management-announces-agreement-to-invest-in-us-fiber-business-swyftfiber.html | https://hl.com/about-us/transactions/houlihan-lokey-advises-swyftfiber/,,
trapac-llc__united-states,26176,TraPac LLC,United States,Macquarie Asset Management,Transportation,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://www.trapac.com/ | https://www.trapac.com/history/ | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/trapac.html | https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52023M11056 | https://www.one-line.com/en/news/one-strengthens-global-presence-terminal-acquisitions-us-west-coast-and-rotterdam,,
win-waste-innovations__united-states,26208,WIN Waste Innovations,United States,Macquarie Asset Management,Social Infra,Active,1,5,4,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.win-waste.com/ | https://www.win-waste.com/about-us/ | https://www.macquarie.com/us/en/about/company/macquarie-asset-management/our-portfolio/win-waste-innovations.html | https://www.prnewswire.com/news-releases/ten-industry-leading-brands-combine-to-form-win-waste-innovations-301263240.html,,
yhu-infrastructure-partners__canada,26239,YHU Infrastructure Partners,Canada,Macquarie Asset Management,Transportation,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.yhuterminal.com/ | https://www.yhuterminal.com/about-us | https://www.macquarie.com/us/en/about/company/macquarie-asset-management/our-portfolio/yhu-infrastructure-partners.html | https://www.newswire.ca/news-releases/greater-montreal-to-have-its-second-airport-on-june-15-with-the-opening-of-a-new-terminal-888899267.html,,
yusen-terminals-llc__united-states,26269,Yusen Terminals LLC,United States,Macquarie Asset Management,Transportation,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://yti.com/ | https://yti.com/about-us/ | https://www.one-line.com/en/news/one-strengthens-global-presence-terminal-acquisitions-us-west-coast-and-rotterdam | https://www.marketscreener.com/quote/stock/NIPPON-YUSEN-KABUSHIKI-KA-6491189/news/Macquarie-Infrastructure-Partners-Inc-through-its-fund-Macquarie-Infrastructure-Partners-III-comple-38456438/ | https://www.macquarie.com/au/en/about/news/2023/macquarie-infrastructure-partners-iii-completes-sales-of-ceres-terminals.html,,
back-bay-solar-llc__united-states,26301,"Back Bay Solar, LLC",United States,Manulife,Power & ET,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/partners | https://casedocs.omniagentsolutions.com/cmsvol2/pub_47561/ee723603-978e-4a6c-b181-4500bc35cb22_509.pdf,,
boldyn-networks-us__united-states,26326,Boldyn Networks (US),United States,Manulife,Digital,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.boldyn.com/us/about-us | https://www.manulifeim.com/institutional/global/en/about-us/press-releases/cpp-investments-aimco-and-manulife-im-increase-commitment-to-boldyn-networks-to-support-continued-growth-in-the-us | https://www.boldyn.com/news/boldyn-networks-us-secures-1-2-billion-debt-financing-to-fuel-future-growth-and-innovation | https://www.boldyn.com/news/bai-communications-transforms-into-boldyn-networks-with-game-changing-ai-created-brand-identity,,
bridging-pennsylvania-developer-i-llc__united-states,26356,"Bridging Pennsylvania Developer I, LLC",United States,Manulife,Transportation,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.pa.gov/agencies/penndot/programs-and-doing-business/public-private-partnerships/major-bridges | https://www.bridgingpennsylvaniadevelopers1.com/who-we-are | https://www.pa.gov/content/dam/copapwp-pagov/en/penndot/documents/programs-and-doing-business/p3forpa/documents/2025/2024-2025-p3-board-report.pdf | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity,,
cleco-corporate-holdings-llc__united-states,26384,Cleco Corporate Holdings LLC,United States,Manulife,Utilities,Active,2,4,7,current 2-5 target,none,4,,,,,,,,,,https://www.cleco.com/about/our-company | https://www.cleco.com/media/press-releases/detail/2016/04/13/north-american-led-investor-group-completes-acquisition-of-cleco | https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/cleco.html | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team | https://www.cleco.com/ | https://www.cleco.com/about | https://www.puc.pa.gov/press-release/2007/puc-approves-agreement-for-macquarie-consortium-to-purchase-duquesne-light,,
diamond-communications-llc__united-states,26418,"Diamond Communications, LLC",United States,OTPP,Digital,Active,2,5,5,current 2-5 target,none,4,,,,,,,,,,https://www.diamondcomm.com/about-us | https://www.diamondcomm.com/ | https://www.otpp.com/en-ca/about-us/news-and-insights/2023/ontario-teachers-partners-with-diamond-communications-to-grow-digital-communications-infrastructure/ | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team | https://www.diamondcomm.com/news-article/inside-towers-interviews-ed-farscht-diamond-ceo,,
elizabeth-river-crossings-opco-llc__united-states,26451,"Elizabeth River Crossings OpCo, LLC",United States,Manulife,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://driveerc.com/about/overview | https://www.abertis.com/news/elizabeth-river-crossings-acquisition-marks-abertis/ | https://www.mundys.com/en/press-release/abertis-completes-the-acquisition-of-elizabeth-river-crossings-in-the-united-states | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team,,
hen-infrastructure-llc__united-states,26481,"HEN Infrastructure, LLC",United States,Manulife,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://huntenergynetwork.com/asset-development/ | https://www.manulifeim.com/institutional/global/en/about-us/press-releases/hen-announces-250-million-funding-from-long-time-partner-manulife | https://www.prnewswire.com/news-releases/hunt-energy-network-announces-250-million-funding-from-long-time-partner-manulife-302218056.html | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team,,
hunt-energy-network-llc__united-states,26509,"Hunt Energy Network, LLC",United States,Manulife,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://huntenergynetwork.com/asset-development/ | https://www.manulifeim.com/institutional/global/en/about-us/press-releases/hen-announces-250-million-funding-from-long-time-partner-manulife | https://www.prnewswire.com/news-releases/hunt-energy-network-announces-250-million-funding-from-long-time-partner-manulife-302218056.html | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity,,
j-power-usa-generation-l-p__united-states,26538,"J-POWER USA Generation, L.P.",United States,Manulife,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.jpower.co.jp/english/news_release/news/news070802.pdf | https://www.jpower.co.jp/english/news_release/news/news081222.pdf | https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BA000F593-0000-C81B-99DA-6A96ACD687F2%7D | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity,,
